No.URLLC,No.mMTC,URLLC_wait,mMTC_wait,URLLC_loss,mMTC_loss
5,500,0.2551586375853763,0.25476258104797495,0.0,0.0
5,1000,0.2535532906853203,0.3837704979680742,0.0,0.0
5,1500,0.25277127153628093,23.487637564529603,0.0,0.23223428220356337
5,2000,0.2462253163648072,41.89484916014121,0.0,0.41649591492672805
5,2500,0.24534265943125658,52.62925129957486,0.0,0.5238468049090139
5,3000,0.25024073210675274,60.32227558095663,0.0,0.6007809033632088
5,3500,0.2516648146667257,65.90914152630748,0.0,0.656649674918348
5,4000,0.24440863038013533,69.89061058750889,0.0,0.6964613474411574
5,4500,0.25256212206071205,73.1307308689747,0.0,0.7288540122229052
5,5000,0.2503601425459212,75.986322975846,0.0,0.7574107422064548
6,500,0.2486447513176183,0.2572900069009868,0.0,0.0
6,1000,0.25757450961548506,0.41531132867595816,0.0,0.0
6,1500,0.2558370582215528,24.538096593679768,0.0,0.24271380793119923
6,2000,0.23869285783455785,41.952137949657576,0.0,0.41707803802121624
6,2500,0.250906809468986,53.26612250488443,0.0,0.5302183849669884
6,3000,0.25224563134004685,60.63662617557778,0.0,0.6039149908102996
6,3500,0.24804056229375532,66.28780755569163,0.0,0.6604301799045404
6,4000,0.2416444594282076,70.40308069796798,0.0,0.7015844005751684
6,4500,0.2535491737643916,73.6224831578734,0.0,0.7337699726500648
6,5000,0.248073745060627,76.15802990716027,0.0,0.7591252752497587
7,500,0.24945220625428352,0.2518374753459694,0.0,0.0
7,1000,0.2561198987089741,0.44660086949115535,0.0,0.0
7,1500,0.2525209791816618,25.43899961529482,0.0,0.2517178899866671
7,2000,0.25440352850245446,42.23802102283367,0.0,0.4199316538186442
7,2500,0.2502535160271432,53.87156356780745,0.0,0.5362822114468418
7,3000,0.2431447622444105,61.09884842544418,0.0,0.608548750402231
7,3500,0.25733078790472375,66.79290902776881,0.0,0.6654857526799621
7,4000,0.24795322171023776,70.76173206196195,0.0,0.7051675413807025
7,4500,0.2537191688550532,74.10324526992119,0.0,0.7385853472155889
