No.URLLC,No.mMTC,URLLC_wait,mMTC_wait,URLLC_loss,mMTC_loss
16,3500,0.2596654665186491,70.59967473645574,0.0,0.7035505423796812
16,4000,0.2590091808102952,74.243737381353,0.0,0.7399815877829524
16,4500,0.24923076530644406,77.05132226692488,0.0,0.7680578527362943
16,5000,0.25078024652136643,79.269119486611,0.0,0.7902354366547694
17,500,0.25333773272569626,0.2869580063362753,0.0,0.0
17,1000,0.26060115151995306,6.546652137627859,0.0,0.05829350856232576
17,1500,0.25269498435920135,34.97151663613626,0.0,0.34717762817193165
17,2000,0.2538390229984085,50.07685411778537,0.0,0.49831524767185803
17,2500,0.2505681484627662,59.828599511674625,0.0,0.5958369841642981
17,3000,0.25814507806601494,66.50583307150005,0.0,0.6626097508744379
17,3500,0.2708624939033352,70.91521058414561,0.0,0.7067067687823634
17,4000,0.26175779919987163,74.70681837294093,0.0,0.7446127241039221
17,4500,0.2609134696152734,77.38704389358122,0.0,0.7714057855433916
17,5000,0.2557331259943919,79.74048877916161,0.0,0.7949457700650759
18,500,0.2542252115667828,0.30631458855048505,0.0,0.0
18,1000,0.25812115205609,7.418834186755681,0.0,0.0676272718144392
18,1500,0.258292786565432,35.81652607652975,0.0,0.355607848565595
18,2000,0.257960935411533,50.749358332943444,0.0,0.5050386875481933
18,2500,0.2564859289613925,60.13050587242925,0.0,0.5988575123949127
18,3000,0.2493167127438459,67.1932382360465,0.0,0.6694942324755989
18,3500,0.2576823096121638,71.50523297730582,0.0,0.712616714252643
18,4000,0.25479336006325154,75.05890314924405,0.0,0.7481337228172671
18,4500,0.251948495475986,77.76549251921604,0.0,0.7752000675944813
18,5000,0.25512057906735863,79.8361970235643,0.0,0.7959022593481764
19,500,0.27503704971929954,0.3363611267025946,0.0,0.0
19,1000,0.2642570844544733,7.603036243830411,0.0,0.06911480085565855
19,1500,0.2610174642158796,36.787133493120876,0.0,0.3653167185877466
19,2000,0.25191137563505017,51.50799704779533,0.0,0.5126247173074365
19,2500,0.2586862582741642,61.29305754424299,0.0,0.6105039336593664
19,3000,0.2618201005271792,67.431090738176,0.0,0.6718540140756791
19,3500,0.2567784925949467,71.99124143696922,0.0,0.7174620306838332
19,4000,0.2534766698161922,75.45007739392463,0.0,0.7520473218999147
19,4500,0.26695236564954067,78.16006428362827,0.0,0.7791422132777382
19,5000,0.26359409043669496,80.30872777232481,0.0,0.8006223750353623
20,500,0.2642672887047431,0.34005572747603785,0.0,0.0
20,1000,0.2634903172388672,9.356703040229048,0.0,0.08788755264626782
20,1500,0.2601134886680832,37.72857719015232,0.0,0.37474428764605944
20,2000,0.26779420079082594,52.36376119496119,0.0,0.5211832872634489
20,2500,0.26148909961056094,61.66454975058547,0.0,0.6141985223257308
20,3000,0.2516416746368933,68.01919183049998,0.0,0.6777338509150105
20,3500,0.26791658267002527,72.32907334374171,0.0,0.7208426922779025
20,4000,0.2578453047400705,75.79944752813547,0.0,0.7555428989870225
20,4500,0.26182739913448516,78.53444032182685,0.0,0.7828954507638328
20,5000,0.26055927401546825,80.59854343880521,0.0,0.8035227396662667
